Category ID,Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Quantity outcome 2,Reference/link to data,Accessed on
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Wisconsin - 2018,Etiology: Legionella pneumophila; Setting: Hotel/Motel/Lodge/Inn; Source: Drinking water-Community,2018-06-01,2018-06-01,1,2,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Multistate - 2016,"Etiology: Listeria monocytogenes; Setting: Unknown; Source: Fruits-avocado, unspecified-NA",2016-08-01,2016-08-01,1,10,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Multistate - 2019,"Etiology: Escherichia coli, Shiga toxin-producing; Setting: Restaurant - Sit-down dining; Source: NA-NA-NA",2019-06-01,2019-06-01,1,11,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Multistate - 2019,Etiology: Salmonella enterica; Setting: Unknown; Source: NA-NA-NA,2019-06-01,2019-06-01,1,9,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Alabama - 2019,Etiology: Legionella pneumophila; Setting: Unknown; Source: Undetermined water-Unknown,2019-06-01,2019-06-01,1,2,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Indeterminate/Other/Unknown - Texas - 2019,Etiology: Norovirus unknown; Clostridium unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2019-08-01,2019-08-01,1,7,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Oregon - 2019,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2019-09-01,2019-09-01,1,11,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Connecticut - 2019,Etiology: NA; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2019-09-01,2019-09-01,1,76,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Georgia - 2019,Etiology: Legionella pneumophila; Setting: NA; Source: Undetermined water-Unknown,2019-06-01,2019-06-01,1,81,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Multistate - 2018,Etiology: Salmonella enterica; Setting: Unknown; Source: Multiple-beef; latin style soft cheese-NA,2018-05-01,2018-05-01,1,221,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Indeterminate/Other/Unknown - Arizona - 2019,Etiology: NA; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2019-08-01,2019-08-01,1,53,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Maryland - 2018,Etiology: Legionella pneumophila; Setting: Hotel/Motel/Lodge/Inn; Source: Drinking water-Community,2018-09-01,2018-09-01,1,3,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Florida - 2018,Etiology: Legionella unknown; Setting: Hospital/Health Care; Source: Drinking water-Community,2018-04-01,2018-04-01,1,3,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Utah - 2019,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2019-10-01,2019-10-01,1,70,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Indiana - 2019,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2019-04-01,2019-04-01,1,35,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Indiana - 2019,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2019-01-01,2019-01-01,1,48,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Florida - 2018,Etiology: Legionella pneumophila; Setting: Long Term Care Facility; Source: Drinking water-Community,2018-11-01,2018-11-01,1,2,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Missouri - 2019,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2019-01-01,2019-01-01,1,46,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2019,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2019-11-01,2019-11-01,1,57,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Florida - 2019,Etiology: Legionella pneumophila; Setting: Hospital/Health Care; Source: Drinking water-Community,2019-07-01,2019-07-01,1,3,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wyoming - 2019,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2019-11-01,2019-11-01,1,7,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Michigan - 2019,Etiology: Legionella pneumophila; Setting: Hospital/Health Care; Source: Drinking water-Community,2019-06-01,2019-06-01,1,2,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Georgia - 2019,Etiology: Legionella pneumophila; Setting: Hospital/Health Care; Source: Undetermined water-Unknown,2019-04-01,2019-04-01,1,2,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Animal Contact - Multistate - 2019,Etiology: Salmonella enterica; Setting: NA; Source: Baby chick or duckling-NA,2019-01-01,2019-01-01,1,145,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Animal Contact - Multistate - 2019,Etiology: Salmonella enterica; Setting: NA; Source: Baby chick or duckling-NA,2019-04-01,2019-04-01,1,90,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Multistate - 2019,Etiology: Salmonella enterica; Setting: Unknown; Source: Chicken-chicken-NA,2019-05-01,2019-05-01,1,28,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Virginia - 2019,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2019-12-01,2019-12-01,1,29,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Pennsylvania - 2019,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2019-12-01,2019-12-01,1,13,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2019,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2019-12-01,2019-12-01,1,5,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Indeterminate/Other/Unknown - Alabama - 2019,Etiology: Clostridium difficile; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2019-12-01,2019-12-01,1,14,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2019,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2019-12-01,2019-12-01,1,31,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Multistate - 2019,Etiology: Salmonella enterica; Setting: Private home/residence; Source: Beef-ground beef-NA,2019-08-01,2019-08-01,1,13,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2020,Etiology: Norovirus unknown; Clostridium difficile; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2020-01-01,2020-01-01,1,34,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Indeterminate/Other/Unknown - New Hampshire - 2019,Etiology: Norovirus Genogroup II; Norovirus Genogroup II; Setting: Restaurant; Source: NA,2019-11-01,2019-11-01,1,20,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - North Carolina - 2020,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2020-01-01,2020-01-01,1,32,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - New Hampshire - 2019,Etiology: NA; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2019-11-01,2019-11-01,1,31,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - New Hampshire - 2019,Etiology: NA; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2019-12-01,2019-12-01,1,87,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Oregon - 2019,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2019-12-01,2019-12-01,1,48,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - North Carolina - 2019,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2019-12-01,2019-12-01,1,49,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Pennsylvania - 2019,"Etiology: Norovirus Genogroup II; Setting: Other, specify; Source: NA",2019-12-01,2019-12-01,1,36,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - New York - 2019,Etiology: Listeria monocytogenes; Setting: Hospital; Unknown; Source: NA-NA-NA,2019-09-01,2019-09-01,1,3,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Connecticut - 2019,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2019-12-01,2019-12-01,1,111,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2020,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2020-01-01,2020-01-01,1,70,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2020,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2020-01-01,2020-01-01,1,18,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2020,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2020-01-01,2020-01-01,1,32,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2020,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2020-01-01,2020-01-01,1,47,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Connecticut - 2019,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2019-12-01,2019-12-01,1,82,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Michigan - 2020,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2020-01-01,2020-01-01,1,50,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Pennsylvania - 2020,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2020-01-01,2020-01-01,1,56,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2020,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2020-01-01,2020-01-01,1,34,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2020,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2020-02-01,2020-02-01,1,37,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2020,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2020-01-01,2020-01-01,1,27,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2020,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2020-02-01,2020-02-01,1,38,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Multistate - 2019,Etiology: Legionella unknown; Setting: Community/Municipality; Source: Undetermined water-Unknown,2019-10-01,2019-10-01,1,4,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2020,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2020-02-01,2020-02-01,1,78,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2020,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2020-02-01,2020-02-01,1,18,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Colorado - 2019,"Etiology: Clostridium botulinum; Setting: Other; Source: Root/Underground-potato, oven-browned-potato",2019-09-01,2019-09-01,1,4,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Illinois - 2020,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2020-01-01,2020-01-01,1,86,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Multistate - 2017,Etiology: Listeria monocytogenes; Setting: Restaurant - Sit-down dining; Grocery store; Source: Eggs-hard-boiled eggs-NA,2017-04-01,2017-04-01,1,8,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Kentucky - 2020,Etiology: NA; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2020-01-01,2020-01-01,1,32,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Alaska - 1992,Etiology: Fluoride; Setting: Community/Municipality; Source: Drinking water-Community,1992-05-01,1992-05-01,1,262,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Arizona - 2002,Etiology: Norovirus other; Setting: Other; Source: Drinking water-Community,2002-07-01,2002-07-01,1,71,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - California - 1984,Etiology: Legionella pneumophila; Legionella dumoffii; Legionella micdadei; Setting: Hospital/Health Care; Source: Drinking water-Unknown,1984-01-01,1984-01-01,1,14,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - California - 1991,Etiology: Legionella pneumophila; Setting: Indoor Workplace/Office; Source: Undetermined water-Unknown,1991-08-01,1991-08-01,1,10,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - California - 1997,Etiology: Legionella pneumophila; Setting: Community/Municipality; Source: Undetermined water-Unknown,1997-11-01,1997-11-01,1,8,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Colorado - 2008,Etiology: Salmonella enterica; Setting: Community/Municipality; Source: Drinking water-Community,2008-03-01,2008-03-01,1,1300,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Florida - 1987,Etiology: Legionella pneumophila; Setting: Hospital/Health Care; Source: Drinking water-Unknown,1987-01-01,1987-01-01,1,2,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Florida - 1995,Etiology: Legionella pneumophila; Setting: Hotel/Motel/Lodge/Inn; Source: Recreational water -- treated-Spa/Whirlpool/Hot Tub,1995-04-01,1995-04-01,1,3,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Florida - 2006,Etiology: Legionella pneumophila; Unknown; Setting: Hotel/Motel/Lodge/Inn; Source: Recreational water -- treated-Spa/Whirlpool/Hot Tub,2006-01-01,2006-01-01,1,11,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Georgia - 1998,"Etiology: Escherichia coli, Shiga toxin-producing; Setting: Park - Waterpark; Source: Recreational water -- treated-Pool - Swimming Pool",1998-06-01,1998-06-01,1,26,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Iowa - 1981,Etiology: Legionella pneumophila; Setting: Community/Municipality; Source: Undetermined water-Unknown,1981-10-01,1981-10-01,1,12,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Iowa - 1995,Etiology: Legionella pneumophila; Setting: Hotel/Motel/Lodge/Inn; Source: Recreational water -- treated-Spa/Whirlpool/Hot Tub,1995-01-01,1995-01-01,1,11,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Illinois - 2006,Etiology: Legionella anisa; Legionella anisa; Setting: Hotel/Motel/Lodge/Inn; Source: Recreational water -- treated-Pool - Swimming Pool; Spa/Whirlpool/Hot Tub,2006-01-01,2006-01-01,1,43,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Maryland - 1979,Etiology: Fluoride; Setting: Hospital/Health Care; Source: Drinking water-Community,1979-11-01,1979-11-01,1,26,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Minnesota - 2001,Etiology: Legionella unknown; Setting: Hospital/Health Care; Source: Drinking water-Community,2001-02-01,2001-02-01,1,2,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - North Carolina - 1971,Etiology: Unknown; Setting: Mobile Home Park; Source: Drinking water-Community,1971-09-01,1971-09-01,1,38,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - North Carolina - 2005,Etiology: Legionella pneumophila; Legionella pneumophila; Setting: Private Residence; Source: Recreational water -- treated-Spa/Whirlpool/Hot Tub,2005-04-01,2005-04-01,1,4,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - New Jersey - 2004,Etiology: Legionella pneumophila; Setting: Apartment/Condo; Source: Drinking water-Community,2004-07-01,2004-07-01,1,2,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Nevada - 2001,Etiology: Legionella pneumophila; Setting: Hotel/Motel/Lodge/Inn; Source: Drinking water-Community,2001-02-01,2001-02-01,1,20,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - New York - 1979,Etiology: Legionella pneumophila; Setting: Factory/Industrial Facility; Source: Other/Environmental water-Unknown,1979-07-01,1979-07-01,1,6,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
