Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Reference/link to data,Accessed on,Category ID
Recessions - Other small states,1994,"Year over year change in GDP, 1994",1994-01-01,1994-12-31,0.0460504841021596,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,1995,"Year over year change in GDP, 1995",1995-01-01,1995-12-31,0.148400435754888,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,1996,"Year over year change in GDP, 1996",1996-01-01,1996-12-31,0.0540971908130754,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,1997,"Year over year change in GDP, 1997",1997-01-01,1997-12-31,0.0412067862313877,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,1998,"Year over year change in GDP, 1998",1998-01-01,1998-12-31,-0.0202004565532642,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,1999,"Year over year change in GDP, 1999",1999-01-01,1999-12-31,0.076355080245223,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,2000,"Year over year change in GDP, 2000",2000-01-01,2000-12-31,0.131932178658031,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,2001,"Year over year change in GDP, 2001",2001-01-01,2001-12-31,-0.00494615883598648,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,2002,"Year over year change in GDP, 2002",2002-01-01,2002-12-31,0.0781382089828523,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,2003,"Year over year change in GDP, 2003",2003-01-01,2003-12-31,0.242522340772098,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,2004,"Year over year change in GDP, 2004",2004-01-01,2004-12-31,0.240671450506001,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,2005,"Year over year change in GDP, 2005",2005-01-01,2005-12-31,0.211263513427573,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,2006,"Year over year change in GDP, 2006",2006-01-01,2006-12-31,0.173993933075657,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,2007,"Year over year change in GDP, 2007",2007-01-01,2007-12-31,0.223207855514438,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,2008,"Year over year change in GDP, 2008",2008-01-01,2008-12-31,0.224239195608804,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,2009,"Year over year change in GDP, 2009",2009-01-01,2009-12-31,-0.141800449475933,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,2010,"Year over year change in GDP, 2010",2010-01-01,2010-12-31,0.163706898670619,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,2011,"Year over year change in GDP, 2011",2011-01-01,2011-12-31,0.230813812861448,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,2012,"Year over year change in GDP, 2012",2012-01-01,2012-12-31,0.0428393408848947,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,2013,"Year over year change in GDP, 2013",2013-01-01,2013-12-31,0.0437010849367472,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,2014,"Year over year change in GDP, 2014",2014-01-01,2014-12-31,0.0337075518514525,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,2015,"Year over year change in GDP, 2015",2015-01-01,2015-12-31,-0.170502409790461,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,2016,"Year over year change in GDP, 2016",2016-01-01,2016-12-31,-0.0107051130311781,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,2017,"Year over year change in GDP, 2017",2017-01-01,2017-12-31,0.0889456132280555,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,2018,"Year over year change in GDP, 2018",2018-01-01,2018-12-31,0.110151876493857,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,2019,"Year over year change in GDP, 2019",2019-01-01,2019-12-31,-0.0215049895133607,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,2020,"Year over year change in GDP, 2020",2020-01-01,2020-12-31,-0.127024594451428,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Other small states,2021,"Year over year change in GDP, 2021",2021-01-01,2021-12-31,0.19992005736431,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G49
Recessions - Pacific island small states,1972,"Year over year change in GDP, 1972",1972-01-01,1972-12-31,0.201571255682572,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1973,"Year over year change in GDP, 1973",1973-01-01,1973-12-31,0.363515817847571,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1974,"Year over year change in GDP, 1974",1974-01-01,1974-12-31,0.420746430718743,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1975,"Year over year change in GDP, 1975",1975-01-01,1975-12-31,0.116911014761826,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1976,"Year over year change in GDP, 1976",1976-01-01,1976-12-31,0.00274505567756767,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1977,"Year over year change in GDP, 1977",1977-01-01,1977-12-31,0.043320188005767,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1978,"Year over year change in GDP, 1978",1978-01-01,1978-12-31,0.159752288031704,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1979,"Year over year change in GDP, 1979",1979-01-01,1979-12-31,0.225173734615049,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1980,"Year over year change in GDP, 1980",1980-01-01,1980-12-31,0.162923183841892,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1981,"Year over year change in GDP, 1981",1981-01-01,1981-12-31,0.0294080488930036,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1982,"Year over year change in GDP, 1982",1982-01-01,1982-12-31,-0.0244287544604657,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1983,"Year over year change in GDP, 1983",1983-01-01,1983-12-31,-0.0490117069077255,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1984,"Year over year change in GDP, 1984",1984-01-01,1984-12-31,0.0542024702854946,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1985,"Year over year change in GDP, 1985",1985-01-01,1985-12-31,-0.0536204284534759,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1986,"Year over year change in GDP, 1986",1986-01-01,1986-12-31,0.0902664483084644,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1987,"Year over year change in GDP, 1987",1987-01-01,1987-12-31,-0.0268133794553974,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1988,"Year over year change in GDP, 1988",1988-01-01,1988-12-31,0.0229336612788559,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1989,"Year over year change in GDP, 1989",1989-01-01,1989-12-31,0.0346482154196791,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1990,"Year over year change in GDP, 1990",1990-01-01,1990-12-31,0.119342845882477,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1991,"Year over year change in GDP, 1991",1991-01-01,1991-12-31,0.0619232471402227,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1992,"Year over year change in GDP, 1992",1992-01-01,1992-12-31,0.0969818210122665,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1993,"Year over year change in GDP, 1993",1993-01-01,1993-12-31,0.0601570601998395,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1994,"Year over year change in GDP, 1994",1994-01-01,1994-12-31,0.178166883919242,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1995,"Year over year change in GDP, 1995",1995-01-01,1995-12-31,0.0848840360366417,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1996,"Year over year change in GDP, 1996",1996-01-01,1996-12-31,0.070460520711417,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1997,"Year over year change in GDP, 1997",1997-01-01,1997-12-31,0.0017598616972025,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1998,"Year over year change in GDP, 1998",1998-01-01,1998-12-31,-0.143703128270504,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,1999,"Year over year change in GDP, 1999",1999-01-01,1999-12-31,0.098992980920751,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,2000,"Year over year change in GDP, 2000",2000-01-01,2000-12-31,-0.0840490252796402,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,2001,"Year over year change in GDP, 2001",2001-01-01,2001-12-31,-0.013475603136045,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,2002,"Year over year change in GDP, 2002",2002-01-01,2002-12-31,0.0499940458752906,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,2003,"Year over year change in GDP, 2003",2003-01-01,2003-12-31,0.19116215711956,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,2004,"Year over year change in GDP, 2004",2004-01-01,2004-12-31,0.150699483743003,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,2005,"Year over year change in GDP, 2005",2005-01-01,2005-12-31,0.110951971646938,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,2006,"Year over year change in GDP, 2006",2006-01-01,2006-12-31,0.0497591061983891,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,2007,"Year over year change in GDP, 2007",2007-01-01,2007-12-31,0.102807726434884,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,2008,"Year over year change in GDP, 2008",2008-01-01,2008-12-31,0.0686529507084948,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,2009,"Year over year change in GDP, 2009",2009-01-01,2009-12-31,-0.100391396393993,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,2010,"Year over year change in GDP, 2010",2010-01-01,2010-12-31,0.0999657655768581,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,2011,"Year over year change in GDP, 2011",2011-01-01,2011-12-31,0.166325605614197,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,2012,"Year over year change in GDP, 2012",2012-01-01,2012-12-31,0.0590093283292781,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,2013,"Year over year change in GDP, 2013",2013-01-01,2013-12-31,0.0407140401947263,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,2014,"Year over year change in GDP, 2014",2014-01-01,2014-12-31,0.0869038415672882,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,2015,"Year over year change in GDP, 2015",2015-01-01,2015-12-31,-0.0229811483709246,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,2016,"Year over year change in GDP, 2016",2016-01-01,2016-12-31,0.0497037575609292,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,2017,"Year over year change in GDP, 2017",2017-01-01,2017-12-31,0.0788988884636771,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,2018,"Year over year change in GDP, 2018",2018-01-01,2018-12-31,0.0484527517589796,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,2019,"Year over year change in GDP, 2019",2019-01-01,2019-12-31,-0.00157405251553996,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,2020,"Year over year change in GDP, 2020",2020-01-01,2020-12-31,-0.113656077941931,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Pacific island small states,2021,"Year over year change in GDP, 2021",2021-01-01,2021-12-31,-0.00358123602259479,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G51
Recessions - Post-demographic dividend,1961,"Year over year change in GDP, 1961",1961-01-01,1961-12-31,0.0573083781522436,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1962,"Year over year change in GDP, 1962",1962-01-01,1962-12-31,0.0797428600068726,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1963,"Year over year change in GDP, 1963",1963-01-01,1963-12-31,0.0771808204718283,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1964,"Year over year change in GDP, 1964",1964-01-01,1964-12-31,0.0910177461580423,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1965,"Year over year change in GDP, 1965",1965-01-01,1965-12-31,0.0864771019323473,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1966,"Year over year change in GDP, 1966",1966-01-01,1966-12-31,0.0968628527117822,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1967,"Year over year change in GDP, 1967",1967-01-01,1967-12-31,0.0734814780214825,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1968,"Year over year change in GDP, 1968",1968-01-01,1968-12-31,0.0846772032001209,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1969,"Year over year change in GDP, 1969",1969-01-01,1969-12-31,0.0995450773779977,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1970,"Year over year change in GDP, 1970",1970-01-01,1970-12-31,0.0919628087442526,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1971,"Year over year change in GDP, 1971",1971-01-01,1971-12-31,0.108733289835245,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1972,"Year over year change in GDP, 1972",1972-01-01,1972-12-31,0.160032364150218,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1973,"Year over year change in GDP, 1973",1973-01-01,1973-12-31,0.207353951010036,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1974,"Year over year change in GDP, 1974",1974-01-01,1974-12-31,0.116788597520849,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1975,"Year over year change in GDP, 1975",1975-01-01,1975-12-31,0.120476129551763,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1976,"Year over year change in GDP, 1976",1976-01-01,1976-12-31,0.085123844995579,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1977,"Year over year change in GDP, 1977",1977-01-01,1977-12-31,0.130563337793587,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1978,"Year over year change in GDP, 1978",1978-01-01,1978-12-31,0.201574390504834,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1979,"Year over year change in GDP, 1979",1979-01-01,1979-12-31,0.149750144379524,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1980,"Year over year change in GDP, 1980",1980-01-01,1980-12-31,0.107350622989348,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1981,"Year over year change in GDP, 1981",1981-01-01,1981-12-31,0.011304199645667,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1982,"Year over year change in GDP, 1982",1982-01-01,1982-12-31,-0.00438397769694865,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1983,"Year over year change in GDP, 1983",1983-01-01,1983-12-31,0.0377783849238879,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1984,"Year over year change in GDP, 1984",1984-01-01,1984-12-31,0.0450636046438679,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1985,"Year over year change in GDP, 1985",1985-01-01,1985-12-31,0.0530078935195795,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1986,"Year over year change in GDP, 1986",1986-01-01,1986-12-31,0.221866671866037,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1987,"Year over year change in GDP, 1987",1987-01-01,1987-12-31,0.159445491527889,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1988,"Year over year change in GDP, 1988",1988-01-01,1988-12-31,0.126499643529583,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1989,"Year over year change in GDP, 1989",1989-01-01,1989-12-31,0.0444275506944022,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1990,"Year over year change in GDP, 1990",1990-01-01,1990-12-31,0.122446148508845,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1991,"Year over year change in GDP, 1991",1991-01-01,1991-12-31,0.0551616767431067,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1992,"Year over year change in GDP, 1992",1992-01-01,1992-12-31,0.0732448227973988,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1993,"Year over year change in GDP, 1993",1993-01-01,1993-12-31,0.00660533414663877,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1994,"Year over year change in GDP, 1994",1994-01-01,1994-12-31,0.0751319184158032,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1995,"Year over year change in GDP, 1995",1995-01-01,1995-12-31,0.10908490169432,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1996,"Year over year change in GDP, 1996",1996-01-01,1996-12-31,0.00473389323921205,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1997,"Year over year change in GDP, 1997",1997-01-01,1997-12-31,-0.0196172723564619,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1998,"Year over year change in GDP, 1998",1998-01-01,1998-12-31,0.00433361300312161,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,1999,"Year over year change in GDP, 1999",1999-01-01,1999-12-31,0.0500716783842156,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,2000,"Year over year change in GDP, 2000",2000-01-01,2000-12-31,0.0174345153407749,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,2001,"Year over year change in GDP, 2001",2001-01-01,2001-12-31,-0.00970945745752731,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,2002,"Year over year change in GDP, 2002",2002-01-01,2002-12-31,0.0430738788071104,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,2003,"Year over year change in GDP, 2003",2003-01-01,2003-12-31,0.121135599483263,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,2004,"Year over year change in GDP, 2004",2004-01-01,2004-12-31,0.111190610710772,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,2005,"Year over year change in GDP, 2005",2005-01-01,2005-12-31,0.052147275615141,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,2006,"Year over year change in GDP, 2006",2006-01-01,2006-12-31,0.0521092395278198,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,2007,"Year over year change in GDP, 2007",2007-01-01,2007-12-31,0.0914432809484904,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,2008,"Year over year change in GDP, 2008",2008-01-01,2008-12-31,0.05927546639864,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,2009,"Year over year change in GDP, 2009",2009-01-01,2009-12-31,-0.0585849631657139,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
Recessions - Post-demographic dividend,2010,"Year over year change in GDP, 2010",2010-01-01,2010-12-31,0.0430360261662958,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G52
